#	delta x [m]	delta y [m]	delta orientation [rad]

0.0008473	0.0008786	0.0067
0.0008721	0.0009033	0.007
0.0008953	0.0009147	0.007
0.0004531	0.00047945	0.00355
0.0004531	0.00047945	0.00355
0.0009111	0.0010346	0.0072
0.000927	0.001086	0.0073
0.0009168	0.0010963	0.0071
0.0008643	0.0010931	0.0065
0.0007691	0.0011118	0.0058
0.0006474	0.0012012	0.0051
0.0005825	0.0012432	0.0048
0.0005344	0.0012409	0.0043
0.0005057	0.001164	0.0039
0.0004966	0.0010792	0.0037
0.0005401	0.0009731	0.004
0.00028845	0.0004546	0.0022
0.00028845	0.0004546	0.0022
0.0006324	0.0008873	0.0048
0.0007185	0.0008708	0.0055
0.0007685	0.0008746	0.0063
0.0007899	0.0008937	0.007
0.0007937	0.0009397	0.0075
0.0008012	0.0010048	0.008
0.0008285	0.0010625	0.0083
0.0008181	0.0011016	0.0086
0.0007621	0.0011282	0.0085
0.0006701	0.0011389	0.0077
0.0005721	0.0011485	0.0068
0.00024855	0.00057735	0.0029
0.00024855	0.00057735	0.0029
0.0004411	0.0011358	0.0048
0.0003749	0.00111	0.0037
0.0003202	0.0010861	0.0028
0.0003206	0.0010958	0.0025
0.000357	0.0011423	0.0026
0.0004259	0.001194	0.0032
0.0004864	0.0012305	0.004
0.0005286	0.0012449	0.0049
0.0005736	0.0012559	0.0061
0.0006112	0.0012627	0.0072
0.0006566	0.0012514	0.0083
0.0003543	0.0006007	0.00465
0.0003543	0.0006007	0.00465
0.0007279	0.0011183	0.0097
0.000705	0.0010272	0.0095
0.0006551	0.0009549	0.0087
0.0006044	0.0008827	0.0077
0.0005566	0.0008111	0.0062
0.0005085	0.0007479	0.0046
0.0004248	0.0007206	0.003
0.0003224	0.0007428	0.0016
0.0002528	0.0007764	0.0011
0.0002579	0.000817	0.0012
0.000304	0.0008554	0.0019
0.00016995	0.00046	0.0015
0.00016995	0.00046	0.0015
0.0003027	0.0010614	0.0035
0.0002747	0.0012112	0.0042
0.0002558	0.0013717	0.0046
0.0002893	0.0014963	0.0056
0.0003341	0.001613	0.0061
0.0003814	0.001664	0.0063
0.0004157	0.0016596	0.0065
0.0004524	0.0016338	0.0068
0.000501	0.0015929	0.0069
0.0005383	0.0015346	0.007
0.0005557	0.0014559	0.0068
0.0002543	0.000692	0.0032
0.0002543	0.000692	0.0032
0.000421	0.0013286	0.0061
0.0003407	0.0012928	0.0058
0.0003723	0.0012118	0.0061
0.0004052	0.0011268	0.0064
0.0004194	0.0010629	0.007
0.0004165	0.0010265	0.0074
0.0004274	0.0010013	0.0078
0.0004302	0.0010032	0.0081
0.0003868	0.0010661	0.0076
0.0003596	0.0011474	0.0076
0.0003054	0.0012361	0.0074
0.00013025	0.00066725	0.00355
0.00013025	0.00066725	0.00355
0.0002907	0.0014065	0.0068
0.0003366	0.0014511	0.0063
0.0003372	0.0014999	0.0057
0.000307	0.0015404	0.0053
0.0003052	0.0015297	0.0055
0.0003689	0.001468	0.0062
0.0004889	0.0013583	0.0072
0.000614	0.0012433	0.0083
0.0006907	0.0011514	0.0092
0.0007299	0.0010896	0.0101
0.0007155	0.001055	0.0102
0.0005987	0.0010925	0.0093
0.00017565	0.000595	0.00375
0.00017565	0.000595	0.00375
0.0000275	0.0012668	0.0055
-0.0003483	0.0013411	0.0031
-0.0006155	0.0013365	0.0021
-0.0008004	0.0013104	0.0012
-0.0009019	0.0012558	0.0004
-0.0009413	0.0012153	-0.0001
-0.0009434	0.0011796	-0.0006
-0.0009407	0.0011508	-0.0008
-0.0009323	0.0011381	-0.0007
-0.0009069	0.0011232	-0.0003
-0.0008524	0.0011025	0
-0.0003942	0.00053715	0.0002
-0.0003942	0.00053715	0.0002
-0.0007486	0.0010408	0.0007
-0.0007591	0.0010512	0.001
-0.0007785	0.0010929	0.0011
-0.0008001	0.0011584	0.0013
-0.0008247	0.0012111	0.0013
-0.0008532	0.0012602	0.0013
-0.0009358	0.0012967	0.0008
-0.0010055	0.0012843	0.0003
-0.001052	0.0012688	-0.0002
-0.0010656	0.001258	-0.0007
-0.0005366	0.0006301	-0.0006
-0.0005366	0.0006301	-0.0006
-0.0010409	0.0012298	-0.0013
-0.0010252	0.0011575	-0.0011
-0.001053	0.0011179	-0.0016
-0.0010351	0.0010823	-0.0015
-0.0009588	0.0010445	-0.0011
-0.0009129	0.0010226	-0.0009
-0.0008924	0.0010105	-0.0006
-0.0008876	0.0010196	-0.0001
-0.0009047	0.0010602	0.0001
-0.0008928	0.0011015	0.0005
-0.000892	0.0011633	0.0007
-0.00046105	0.00060395	0.00035
-0.00046105	0.00060395	0.00035
-0.0009584	0.0012312	0.0008
-0.0009826	0.0012569	0.0006
-0.0010123	0.001308	0.0002
-0.0009796	0.0013186	0
-0.0009432	0.0012857	0.0001
-0.0009352	0.0012395	0
-0.0009172	0.0012005	-0.0001
-0.0017603	0.0023201	-0.0004
-0.0009158	0.00115	-0.0003
-0.0009619	0.001136	-0.0002
-0.0004948	0.00055765	0.00005
-0.0004948	0.00055765	0.00005
-0.0010136	0.0010938	0.0002
-0.0010296	0.0010911	0.0001
-0.0010351	0.0011047	-0.0001
-0.0010132	0.0011291	-0.0002
-0.0009461	0.0011068	-0.0001
-0.0009256	0.0010924	-0.0001
-0.0009239	0.0011058	0
-0.0009612	0.0011381	-0.0002
-0.0009715	0.0011558	-0.0002
-0.0009729	0.0011676	-0.0003
-0.0010014	0.0011984	-0.0007
-0.000983	0.0012059	-0.0006
-0.0004758	0.00060315	-0.0002
-0.0004758	0.00060315	-0.0002
-0.0009386	0.0012234	-0.0005
-0.0008963	0.001205	-0.0001
-0.0008464	0.0011479	0.0002
-0.0008381	0.0011219	0.0003
-0.0008295	0.0011192	0.0003
-0.0008085	0.0011199	0.0005
-0.0008537	0.0011771	0.0008
-0.0009285	0.0012055	0.0008
-0.0009798	0.0012173	0.0008
-0.001026	0.0012427	0.0009
-0.0005421	0.00061705	0
-0.0005421	0.00061705	0
-0.0011136	0.0012239	-0.0005
-0.001126	0.0012149	-0.0008
-0.0011242	0.0011756	-0.0013
-0.0011336	0.0011623	-0.0018
-0.0011111	0.0011303	-0.002
-0.0010476	0.0011067	-0.0018
-0.0009766	0.0010877	-0.0014
-0.0009168	0.0010571	-0.0011
-0.0008336	0.0010279	-0.0006
-0.0007622	0.0010332	0.0002
-0.0007294	0.0010547	0.0008
-0.0003626	0.0005495	0.00055
-0.0003626	0.0005495	0.00055
-0.0007448	0.0011527	0.0015
-0.0007672	0.0011909	0.0017
-0.0008088	0.0012556	0.0017
-0.0009114	0.0012884	0.0012
-0.0009905	0.0013231	0.0006
-0.0009904	0.001334	0.0002
-0.0010009	0.0013349	-0.0005
-0.0010045	0.0013119	-0.0007
-0.0010483	0.0012505	-0.001
-0.0010867	0.0011648	-0.0014
-0.0011177	0.0010954	-0.0018
-0.0005468	0.0005284	-0.00085
-0.0005468	0.0005284	-0.00085
-0.0010234	0.0010554	-0.0015
-0.0009426	0.0010747	-0.0008
-0.0008987	0.0010851	-0.0003
-0.0008731	0.0010947	0.0001
-0.0008697	0.0011324	0.0004
-0.0008605	0.0011789	0.0006
-0.0008558	0.0012065	0.0005
-0.0008764	0.0012113	0.0004
-0.0008987	0.0012021	0.0002
-0.000944	0.001191	0.0001
-0.0010015	0.0011915	-0.0002
-0.0005099	0.00059635	-0.00015
-0.0005099	0.00059635	-0.00015
-0.0010037	0.0011917	-0.0004
-0.0009673	0.0011857	-0.0002
-0.0009337	0.0011674	-0.0001
-0.0009239	0.0011581	0.0001
-0.0009132	0.0011502	0.0001
-0.0008826	0.0011322	0.0005
-0.0008743	0.0011218	0.0004
-0.0008671	0.0011127	0.0006
-0.0008932	0.0011091	0.0003
-0.0009593	0.0011486	0.0002
-0.0010268	0.0012078	-0.0004
-0.0005346	0.00062415	-0.0004
-0.0005346	0.00062415	-0.0004
-0.0010762	0.0012582	-0.0011
-0.001083	0.001259	-0.0013
-0.0011058	0.0012753	-0.0014
-0.0011132	0.0012779	-0.0015
-0.001103	0.0012489	-0.0014
-0.0010743	0.0012003	-0.0012
-0.001055	0.0011679	-0.001
-0.0010023	0.0011612	-0.0007
-0.000885	0.0011405	0.0005
-0.0008465	0.0011312	0.0009
-0.0008359	0.0011079	0.0012
-0.0008316	0.0010733	0.0011
-0.00041585	0.00053095	0.0004
-0.00041585	0.00053095	0.0004
-0.0008322	0.0011004	0.0008
-0.0008802	0.0012148	0.001
-0.0009511	0.001328	0.0011
-0.0010256	0.0013623	0.0004
-0.0010601	0.0013604	-0.0001
-0.0010354	0.0013398	-0.0005
-0.0010258	0.0013475	-0.0002
-0.0010032	0.0013388	0.0003
-0.0009742	0.0012983	0.0011
-0.000942	0.0012079	0.0012
-0.0004394	0.0005646	0.0007
-0.0004394	0.0005646	0.0007
-0.0007982	0.0010607	0.0018
-0.0007685	0.0010269	0.0017
-0.0007667	0.0010247	0.0016
-0.0007796	0.0010442	0.0015
-0.0007858	0.0010715	0.0013
-0.0007894	0.0011092	0.0011
-0.0007657	0.0011668	0.0013
-0.0007583	0.0012015	0.0014
-0.0007922	0.0012206	0.0014
-0.0008532	0.0012104	0.0008
-0.000856	0.0011707	0.0008
-0.00043825	0.00057955	0.0001
-0.00043825	0.00057955	0.0001
-0.0009239	0.0011723	-0.0003
-0.00099	0.0012263	-0.0006
-0.001049	0.0012561	-0.0004
-0.0010827	0.0012634	-0.0005
-0.00105	0.0011975	-0.0006
-0.0009869	0.0011628	-0.0004
-0.000955	0.0011378	-0.0004
-0.0009509	0.001119	-0.0004
-0.0009698	0.0011182	-0.0004
-0.0009567	0.0011092	-0.0003
-0.0009394	0.0011168	-0.0002
-0.000471	0.0005773	0
-0.000471	0.0005773	0
-0.0009907	0.0011903	-0.0003
-0.0010333	0.0012012	-0.0007
-0.0010088	0.0011781	-0.0005
-0.0009557	0.0011674	-0.0006
-0.0009191	0.0011782	-0.0005
-0.0009033	0.0011799	-0.0002
-0.0009588	0.0011727	-0.0003
-0.0010463	0.0011844	-0.0004
-0.0010797	0.0011795	-0.0002
-0.001041	0.0011875	0.0001
-0.000953	0.0011739	0.0004
-0.00044515	0.0005799	0.0003
-0.00044515	0.0005799	0.0003
-0.0008416	0.0011425	0.0009
-0.0008264	0.0011243	0.001
-0.000791	0.0010739	0.0012
-0.0008057	0.0010969	0.0008
-0.0008502	0.001133	0.0004
-0.0009089	0.0011957	-0.0002
-0.0009896	0.0012557	-0.0006
-0.0011069	0.0013325	-0.0011
-0.0011564	0.0013413	-0.0012
-0.0011456	0.0013337	-0.0012
-0.0011034	0.0013046	-0.001
-0.001009	0.0012219	-0.0003
-0.0004817	0.0006022	0
-0.0004817	0.0006022	0
-0.0009227	0.0011799	0.0003
-0.0008781	0.0011319	0.0007
-0.0008106	0.0011033	0.001
-0.0007686	0.0010787	0.0011
-0.0007937	0.0010646	0.0011
-0.0008659	0.0010797	0.0006
-0.0009454	0.0011342	0.0002
-0.0010121	0.0011696	-0.0002
-0.001031	0.0011726	-0.0005
-0.0010524	0.0011756	-0.0006
-0.0010774	0.0011419	-0.0008
-0.0005471	0.0005741	-0.0004
-0.0005471	0.0005741	-0.0004
-0.0010934	0.0011609	-0.0008
-0.0010827	0.0011871	-0.0009
-0.0010482	0.0011748	-0.0008
-0.0010415	0.0011977	-0.0008
-0.0010602	0.001226	-0.0007
-0.0010474	0.0012269	-0.0004
-0.0009737	0.0012515	0.0001
-0.0008667	0.0012393	0.0005
-0.0007772	0.0011691	0.0009
-0.0007675	0.0011409	0.001
-0.00036875	0.0005529	0.0007
-0.00036875	0.0005529	0.0007
-0.0006922	0.0011166	0.0017
-0.0006902	0.0011636	0.0017
-0.000742	0.0012229	0.0014
-0.0008324	0.0012666	0.0011
-0.0009253	0.0012955	0.0007
-0.0009673	0.0013162	0.0003
-0.0009446	0.0012977	0.0001
-0.0009049	0.0012933	0
-0.0008723	0.0012305	0
-0.0009144	0.001188	-0.0002
-0.0009775	0.0011542	-0.0005
-0.00050165	0.0005558	-0.0003
-0.00050165	0.0005558	-0.0003
-0.001022	0.0010757	-0.0007
-0.0010251	0.0010455	-0.0008
-0.0009968	0.0010244	-0.0006
-0.0009641	0.0010207	-0.0005
-0.0009089	0.0010531	-0.0001
-0.0008848	0.0010963	0.0004
-0.0008609	0.0011694	0.0008
-0.0008086	0.0012072	0.0011
-0.0007869	0.0012137	0.0012
-0.0008381	0.0012895	0.0011
-0.0008706	0.0013602	0.001
-0.00042735	0.00067815	0.0006
-0.00042735	0.00067815	0.0006
-0.0008394	0.0013325	0.0012
-0.0008325	0.0013079	0.0012
-0.0008287	0.0012347	0.0012
-0.0008406	0.0012032	0.0012
-0.0008455	0.0011942	0.001
-0.0008407	0.0011725	0.001
-0.0008345	0.0011662	0.001
-0.0008598	0.0011404	0.0008
-0.0009165	0.0011325	0.0006
-0.0009502	0.0011437	0.0004
-0.0009557	0.0011332	0.0002
-0.0009405	0.0011384	-0.0001
-0.00048205	0.00057825	-0.0002
-0.00048205	0.00057825	-0.0002
-0.0010208	0.0011525	-0.0007
-0.0010543	0.001143	-0.001
-0.0010766	0.0011734	-0.001
-0.0010649	0.0011743	-0.0009
-0.0010373	0.0011868	-0.0007
-0.0010263	0.0011891	-0.0006
-0.0010018	0.0011808	-0.0006
-0.0009806	0.0011526	-0.0003
-0.0009457	0.0011784	0.0001
-0.000901	0.0011894	0.0005
-0.0008623	0.0011554	0.0009
-0.00042645	0.00057395	0.0005
-0.00042645	0.00057395	0.0005
-0.0008154	0.0011541	0.0012
-0.0008228	0.0011604	0.0013
-0.0008886	0.0012394	0.0009
-0.0009542	0.0012599	0.0005
-0.0010151	0.0012466	-0.0001
-0.001065	0.0012454	-0.0007
-0.0010777	0.0012108	-0.0008
-0.0010576	0.0011888	-0.0009
-0.0010435	0.0011965	-0.0011
-0.0010328	0.0012058	-0.0011
-0.00052255	0.0005949	-0.0005
-0.00052255	0.0005949	-0.0005
-0.0010685	0.0012155	-0.001
-0.0010443	0.0012128	-0.0007
-0.0010081	0.0011617	-0.0003
-0.0009731	0.0011341	0.0001
-0.0008924	0.0010658	0.0007
-0.0008014	0.0010216	0.0015
-0.0007427	0.0010324	0.0016
-0.0007416	0.0010461	0.0016
-0.000772	0.0010926	0.0013
-0.0007988	0.0011525	0.0011
-0.0008277	0.0011812	0.0008
-0.000442	0.0006015	0.0002
-0.000442	0.0006015	0.0002
-0.0009443	0.0012442	-0.0004
-0.001009	0.0012629	-0.001
-0.0010844	0.0012922	-0.0015
-0.0011359	0.0013494	-0.0017
-0.0011361	0.0013421	-0.0016
-0.0011134	0.0013042	-0.0014
-0.0010969	0.0012879	-0.0011
-0.0010483	0.0012328	-0.0006
-0.0010077	0.0011847	-0.0001
-0.0009728	0.0011506	0
-0.0009139	0.0010838	0.0004
-0.00044195	0.00052325	0.00035
-0.00044195	0.00052325	0.00035
-0.0008796	0.0010612	0.0009
-0.0008525	0.001047	0.0011
-0.0008498	0.0010679	0.001
-0.0008512	0.0010701	0.0006
-0.0008531	0.0010782	0.0005
-0.0008907	0.0011137	0.0002
-0.0009797	0.0012039	-0.0001
-0.0010266	0.0012492	-0.0004
-0.0010452	0.0012743	-0.0006
-0.0010346	0.00131	-0.0006
-0.0010011	0.001304	-0.0005
-0.0009607	0.0012843	-0.0004
-0.00046555	0.00063015	-0.00005
-0.00046555	0.00063015	-0.00005
-0.0009123	0.0011929	-0.0001
-0.0008931	0.0011512	0.0002
-0.0008999	0.0011416	0.0003
-0.0009632	0.0011237	0.0003
-0.0010602	0.0011246	0.0001
-0.0011098	0.0011307	-0.0002
-0.0010857	0.0011377	-0.0004
-0.001014	0.0011652	-0.0005
-0.0009528	0.0011417	-0.0005
-0.0009511	0.0011211	-0.0007
-0.0010082	0.0011694	-0.0007
-0.00051755	0.0005958	-0.0003
-0.00051755	0.0005958	-0.0003
-0.0010361	0.0011994	-0.0004
-0.0010312	0.0012217	-0.0003
-0.0010138	0.0012525	-0.0003
-0.0009932	0.0012295	-0.0001
-0.0009886	0.0012077	0.0001
-0.0009197	0.0011536	0.0007
-0.0007843	0.0010727	0.0013
-0.0006816	0.0010219	0.0015
-0.0006683	0.0009784	0.0015
-0.0007729	0.0009948	0.001
-0.0004466	0.0005184	0.0002
-0.0004466	0.0005184	0.0002
-0.0009741	0.0011129	0
-0.0010272	0.0011624	-0.0004
-0.0010628	0.0011921	-0.0007
-0.0010897	0.0012345	-0.0011
-0.0011265	0.0012534	-0.0013
-0.0011269	0.0012858	-0.0014
-0.0010911	0.0013443	-0.0013
-0.0010258	0.0013234	-0.0009
-0.0009582	0.0012575	-0.0006
-0.0009039	0.0012337	-0.0001
-0.0008472	0.0011961	0.0004
-0.00041305	0.00058245	0.0004
-0.00041305	0.00058245	0.0004
-0.0008228	0.0011392	0.001
-0.0008552	0.0011173	0.0009
-0.0009048	0.0011138	0.0008
-0.0009261	0.0011174	0.0006
-0.0009269	0.0011216	0.0006
-0.000924	0.0011463	0.0003
-0.0009317	0.0011398	0.0001
-0.0009547	0.0011557	-0.0001
-0.0009756	0.0011713	-0.0003
-0.0009871	0.001203	-0.0005
-0.001032	0.0012575	-0.0008
-0.0010486	0.0012844	-0.0007
-0.0005058	0.00063715	-0.0002
-0.0005058	0.00063715	-0.0002
-0.0009954	0.0012472	-0.0003
-0.0009686	0.0012084	-0.0001
-0.0009227	0.0011737	0
-0.0009162	0.0011623	0.0002
-0.0008891	0.0011318	0.0006
-0.0008641	0.0010944	0.0008
-0.0008721	0.0010934	0.0008
-0.0008762	0.0011326	0.0007
-0.0008741	0.00114	0.0006
-0.0009173	0.0011463	0.0004
-0.0009687	0.001182	-0.0003
-0.0004907	0.0005913	-0.0004
-0.0004907	0.0005913	-0.0004
-0.0009913	0.0011763	-0.0012
-0.0009975	0.001199	-0.0013
-0.0010167	0.0011941	-0.0012
-0.0010648	0.0012141	-0.0012
-0.0010846	0.0012605	-0.001
-0.0010599	0.0012381	-0.0007
-0.0010341	0.0012267	-0.0003
-0.0009946	0.0012064	0.0001
-0.0009509	0.0011787	0.0005
-0.0008858	0.001123	0.0009
-0.0008327	0.0010708	0.0012
-0.0004013	0.0005313	0.00065
-0.0004013	0.0005313	0.00065
-0.0007821	0.0010845	0.0009
-0.0008226	0.0010836	0.0004
-0.0009299	0.0011394	-0.0003
-0.0010202	0.0012407	-0.0007
-0.001055	0.001276	-0.0009
-0.0010787	0.0012883	-0.001
-0.0010898	0.0012796	-0.0013
-0.0010881	0.0012682	-0.0012
-0.0010696	0.0012518	-0.0008
-0.0010333	0.0012617	-0.0002
-0.0009711	0.0012199	0.0003
-0.00045425	0.00058315	0.00035
-0.00045425	0.00058315	0.00035
-0.0008783	0.0011261	0.0009
-0.0008845	0.0011181	0.0012
-0.0009419	0.0011225	0.001
-0.000978	0.0011279	0.0007
-0.0009909	0.0011318	0.0003
-0.0009859	0.0011521	0
-0.0009843	0.0011612	-0.0003
-0.0009875	0.0011546	-0.0004
-0.000979	0.0011578	-0.0005
-0.0009365	0.0011619	-0.0005
-0.0004611	0.0005937	-0.0002
-0.0004611	0.0005937	-0.0002
-0.0009693	0.0012427	-0.0005
-0.0010095	0.0012852	-0.0004
-0.0010065	0.0013108	-0.0001
-0.0009375	0.001292	0.0003
-0.0008241	0.001222	0.0009
-0.0007363	0.0011397	0.0013
-0.0007301	0.0010872	0.0012
-0.0007329	0.0010741	0.0013
-0.0007728	0.0010951	0.0012
-0.0008633	0.0011395	0.0008
-0.000954	0.0011557	0.0004
-0.0010175	0.001139	0.0001
-0.0010555	0.0011281	-0.0001
-0.00053725	0.0005696	-0.00005
-0.00053725	0.0005696	-0.00005
-0.0010598	0.0011646	-0.0002
-0.0010329	0.0011858	0
-0.000992	0.001186	0
-0.0009779	0.0011901	-0.0001
-0.0009756	0.0012397	-0.0002
-0.000949	0.0012911	-0.0002
-0.0009231	0.0012985	-0.0003
-0.0009389	0.0012908	-0.0008
-0.0009461	0.0012638	-0.0012
-0.00095	0.0012346	-0.0016
-0.0004649	0.00060575	-0.00075
-0.0004649	0.00060575	-0.00075
-0.0009358	0.0011982	-0.0015
-0.0009731	0.0011817	-0.0014
-0.0009634	0.0011283	-0.0013
-0.0009506	0.0010871	-0.001
-0.0010047	0.001108	-0.0012
-0.0010051	0.0011242	-0.0008
-0.00101	0.0011643	-0.001
-0.0010091	0.0012143	-0.0006
-0.0009906	0.0012501	-0.0005
-0.0009061	0.0012401	0.0002
-0.0008579	0.001219	0.0004
-0.0004348	0.0006205	0.0003
-0.0004348	0.0006205	0.0003
-0.0009027	0.0012516	0.0006
-0.0009351	0.001233	0.0008
-0.0010204	0.0012444	0.0005
-0.0010968	0.0012539	0.0002
-0.0011592	0.0012319	0.0001
-0.0012224	0.0012212	-0.0003
-0.0012316	0.001208	-0.0005
-0.0011903	0.0011843	-0.0004
-0.0007043	0.0005967	-0.0005
-0.0010043	0.0011504	0
-0.0009809	0.0011528	0.0003
-0.00048665	0.00057	0.0002
-0.00048665	0.00057	0.0002
-0.0009759	0.0011266	0.0005
-0.0019335	0.0019873	0.0011
-0.0008398	0.0010856	0.0007
-0.0008155	0.0010598	0.0006
-0.0002116	0.0003659	0
-0.0009504	0.0011407	0.0001
-0.0009446	0.0011241	0.0002
-0.0009051	0.0011043	0.0004
-0.0008327	0.0010889	0.0005
-0.0008192	0.0010946	0.0004
-0.00044555	0.0005697	0.0001
-0.00044555	0.0005697	0.0001
-0.0010152	0.0011988	-0.0004
-0.0010926	0.0012395	-0.0007
-0.0011096	0.0012873	-0.0009
-0.0010928	0.0013088	-0.001
-0.001085	0.0013063	-0.0012
-0.0010838	0.0012858	-0.0013
-0.0010338	0.0012342	-0.0009
-0.0009612	0.0011919	-0.0006
-0.0009167	0.0011964	-0.0005
-0.0009088	0.0012233	-0.0003
-0.0009122	0.001229	-0.0002
-0.0009275	0.0012261	-0.0001
-0.00044215	0.00059495	0.00015
-0.00044215	0.00059495	0.00015
-0.0008183	0.0011442	0.0006
-0.0007594	0.0011111	0.0008
-0.0007762	0.0011088	0.0007
-0.000826	0.0011398	0.0006
-0.000855	0.0011418	0.0004
-0.0008635	0.0011367	0.0003
-0.0009084	0.0011582	0.0003
-0.0009616	0.0011944	0
-0.0010122	0.0012406	-0.0003
-0.0010701	0.001313	-0.0007
-0.0011023	0.0013597	-0.0008
-0.0005364	0.0006757	-0.00035
-0.0005364	0.0006757	-0.00035
-0.0010286	0.0012993	-0.0004
-0.0010059	0.0012625	-0.0003
-0.0009599	0.0012035	-0.0001
-0.0008845	0.0011224	0.0003
-0.0008375	0.0010783	0.0007
-0.0008122	0.001076	0.0009
-0.0008245	0.0010851	0.0008
-0.0008612	0.0011118	0.0006
-0.0009152	0.0011482	0.0003
-0.000961	0.0011882	0.0001
-0.0009545	0.0011962	0
-0.0004702	0.0005885	-0.0001
-0.0004702	0.0005885	-0.0001
-0.0009276	0.0011718	-0.0005
-0.0009148	0.0011525	-0.0005
-0.0009272	0.0011599	-0.0005
-0.0009688	0.0011988	-0.0003
-0.0009747	0.0012094	0
-0.000947	0.0012154	0.0002
-0.000911	0.001209	0.0004
-0.000891	0.0011875	0.0005
-0.0009264	0.0011838	0.0005
-0.0009506	0.0011838	0.0005
-0.0009205	0.0011543	0.0004
-0.00044725	0.00056655	0.00015
-0.00044725	0.00056655	0.00015
-0.0009279	0.0011322	0
-0.0009881	0.0011527	-0.0004
-0.0010381	0.001207	-0.0007
-0.0010389	0.0012552	-0.001
-0.0010257	0.0012733	-0.0011
-0.000993	0.0012624	-0.001
-0.000978	0.0012285	-0.0008
-0.0009682	0.0011907	-0.0004
-0.0009669	0.0011778	-0.0003
-0.0009766	0.0011997	-0.0001
-0.0004817	0.00060285	0.00015
-0.0004817	0.00060285	0.00015
-0.0009529	0.0011749	0.0005
-0.0009585	0.0011642	0.0005
-0.0009442	0.0011636	0.0007
-0.0009013	0.0011354	0.0009
-0.0008498	0.0010823	0.0009
-0.0008496	0.0010514	0.0007
-0.0008884	0.0010652	0.0006
-0.0009265	0.0010844	0.0003
-0.0009671	0.0011241	0
-0.0010155	0.0011712	-0.0002
-0.0010088	0.0011897	-0.0002
-0.0005063	0.0006023	-0.0001
-0.0005063	0.0006023	-0.0001
-0.0010518	0.0012605	-0.0004
-0.0011029	0.0013405	-0.0005
-0.001101	0.0013601	-0.0005
-0.0010517	0.0013532	-0.0004
-0.000981	0.0013266	-0.0001
-0.0008869	0.0012475	0.0004
-0.0008399	0.0011678	0.0004
-0.0008778	0.0011203	0.0003
-0.0009345	0.0011114	0
-0.0009644	0.0011095	-0.0002
-0.0010046	0.0011193	-0.0004
-0.0010385	0.0011434	-0.0006
-0.0005345	0.00057755	-0.00035
-0.0005345	0.00057755	-0.00035
-0.001038	0.0011379	-0.0006
-0.0009446	0.0011195	-0.0002
-0.0008441	0.0010919	0.0003
-0.0007875	0.001073	0.0005
-0.0008035	0.0011144	0.0005
-0.0008605	0.0011901	0.0005
-0.0008994	0.0012437	0.0006
-0.0009056	0.0012588	0.0006
-0.0012067	0.0013038	0.0007
-0.0008801	0.0011993	0.0007
-0.0008691	0.0011668	0.0005
-0.0004484	0.0005803	0.00005
-0.0004484	0.0005803	0.00005
-0.0008938	0.0011486	-0.0002
-0.0008919	0.0011367	-0.0005
-0.0009116	0.0011547	-0.0007
-0.0009344	0.0011855	-0.0008
-0.0009507	0.0012007	-0.0008
-0.001017	0.0012003	-0.0009
-0.001064	0.0012059	-0.0008
-0.0010768	0.0012266	-0.0005
-0.0010557	0.0012402	0
-0.0010266	0.001227	0.0003
-0.0010339	0.0012166	0.0005
-0.0005202	0.00061515	0.00025
-0.0005202	0.00061515	0.00025
-0.0010235	0.0012315	0.0005
-0.0009727	0.0012142	0.0004
-0.0009539	0.0012011	0.0004
-0.0009165	0.0011779	0.0002
-0.0008737	0.0011351	0.0002
-0.0008146	0.0010717	0.0002
-0.0007694	0.0010288	0.0003
-0.0007629	0.0010147	0.0003
-0.0007817	0.0010179	0.0001
-0.0008664	0.0010679	-0.0002
-0.0004978	0.0005852	-0.00035
-0.0004978	0.0005852	-0.00035
-0.0010705	0.0012585	-0.0008
-0.0011051	0.0012939	-0.0009
-0.0011215	0.0012984	-0.0009
-0.0010847	0.0012939	-0.0006
-0.0010363	0.00128	-0.0003
-0.0010031	0.0012491	-0.0001
-0.0009727	0.0012215	0
-0.0009046	0.0011709	0.0005
-0.0008251	0.0010841	0.0008
-0.0007947	0.001013	0.001
-0.0008159	0.0009856	0.001
-0.00042805	0.00050095	0.0005
-0.00042805	0.00050095	0.0005
-0.0008984	0.0010569	0.0008
-0.0009605	0.0011029	0.0004
-0.0010197	0.0011379	0
-0.0010565	0.0011526	-0.0003
-0.0010533	0.0011706	-0.0004
-0.0010399	0.0011913	-0.0004
-0.001018	0.0011749	-0.0003
-0.0010002	0.0011461	-0.0001
-0.0010378	0.00115	-0.0002
-0.0010548	0.0011752	-0.0003
-0.0010461	0.0012137	-0.0003
-0.00050105	0.00062465	-0.00005
-0.00050105	0.00062465	-0.00005
-0.0009435	0.0012256	0
-0.000888	0.0011854	0.0002
-0.0008439	0.0011491	0.0004
-0.0007775	0.0011073	0.0004
-0.0007521	0.0011072	0.0005
-0.0008188	0.0011397	0
-0.0009099	0.0012012	-0.0003
-0.0009849	0.0012585	-0.0008
-0.0009996	0.0012901	-0.0007
-0.0010136	0.0012954	-0.001
-0.0010348	0.0012869	-0.0011
-0.0010584	0.0012714	-0.0011
-0.0005203	0.0006128	-0.00045
-0.0005203	0.0006128	-0.00045
-0.0010263	0.0011984	-0.001
-0.0010198	0.0012072	-0.0008
-0.0010082	0.001207	-0.0005
-0.001021	0.001182	-0.0005
-0.0010405	0.0011459	-0.0004
